EIN_value,Name,State,City,NTEE_Code,FormAndInfoAndMaterialsTxt,RecipientPersonNm,SubmissionDeadlinesTxt,RestrictionsOnAwardsTxt,OnlyContriToPreselectedInd,CurrentYearGrantAmount
223808910,Giovannone Family Foundation,PA,Conshohocken,T22,WRITING,GIOVANNONE FAMILY FOUNDATION,NONE,NONE,no,
223808910,Giovannone Family Foundation,PA,Conshohocken,T22,WRITING,GIOVANNONE FAMILY FOUNDATION,NONE,NONE,no,
223808910,Giovannone Family Foundation,PA,Conshohocken,T22,WRITING,GIOVANNONE FAMILY FOUNDATION,NONE,NONE,no,
113436854,Sugar Family Charitable Foundation,NY,Brooklyn,T20Z,LETTERS OF RECOMMENDATIONS AND DESCRIPTIONS OF ACTIVITIES,YISSACHAR DOV SUGAR,NONE,NONE,no,
656004239,Amaza Foundation Charitable Trust 123087,FL,Naples,,"LETTER FORM, EXPLAIN THE NEED FOR AND USE OF SAID FUNDS",CHAD N OTT,NONE,NONE,no,
200386073,Shepherds Hands,TX,Crossroads,T22,THE APPLICANT IS REQUIRED TO COMPLETE AN APPLICATION AND SUBMIT IT TO THE BOARD OF DIRECTORS FOR CONSIDERATION.,MICHAEL MARIA MOORE,,"THE APPLICANT MUST SIGN AN AGREEMENT THAT STATES THEY AGREE TO USE THE GRANT, IF IT IS AWARDED, FOR THE PURPOSE REQUESTED AND TO MAKE A REPORT TO THE CORPORATION ABOUT HOW MONEY IS SPENT BY A SPECIFIC DATE THAT WILL BE AGREED UPON WHEN THE GRANT IS AWARDED.",no,
431262762,Enterprise Holdings Foundation,MO,Saint Louis,,OUTLINE OF PURPOSE AND ACTIVITIES OF ORGANIZATION AND WHAT MONIES WOULD BE USED FOR.,JO ANN KINDLE,"APPLICATIONS ACCEPTED ANY TIME; NOTICE OF APPROVAL, REJECTION, OR REQUEST FOR INFORMATION W/IN 3 WKS",PREFERENCE IS GIVEN TO CHARITABLE AND EDUCATIONAL ORGANIZATIONS,no,
61479957,Liberty Bank Foundation,CT,Middletown,J32Z,HTTPS://WWW.LIBERTY-BANK.COM/YOUR-COMMUNITY/LIBERY-BANK-FOUNDATION,THE LIBERTY BANK FOUNDATION INC,NONE,NONE,no,
473659526,Raith Family Foundation,CO,Johnstown,T20,GRANT APPLICATION VIA US MAIL OR E-MAIL,SHERRY WHITAKER,MARCH 31ST,"COLORADO BASED NON-PROFIT ORGANIZATIONS WHO PROVIDE FOR THE NEEDS OF THE POOR, YOUTH OR ELDERLY",no,
462204170,Ellas Light Childrens Ministry Inc,MS,Sumrall,X99,Written Letter on organization letterhead,Julie Formby,,Awards are limited to childrens activities,no,
431815022,Livingston County Community Foundation,MO,Chillicothe,T30Z,APPLICATIONS AND LIST OF MATERIALS NEEDED PROVIDED UPON REQUEST,KYLE MARCOLLA,NONE,"LIVINGSTON COUNTY, MISSOURI",no,
436850975,Keith And Virginia Smith Family Foundation,MO,Farmington,T22,,KENT SMITH,,,no,
300127892,New York State Health Foundation,NY,New York,,SEE WWW.NYHEALTHFOUNDATION.ORG,DAVID SANDMAN,SEE WWW.NYHEALTHFOUNDATION.ORG,SEE WWW.NYHEALTHFOUNDATION.ORG,no,
363739494,Arthur L Bud Johnson In Memory Of Elaine V Johnson Foundation,AZ,Chandler,,FOR FORMS SEE WWW.ALJFOUNDATION.ORG,DAVID HAMMERSLAG,GRANT APPLICATIONS MUST BE RECEIVED ON OR BEFORE AUGUST 1.,ORGANIZATION MUST: 1) FACILITATE PROVIDING THE HANDICAPPED WITH ANIMALS THAT ASSIST WITH DAILY LIVING OR 2) CONTRIBUTE TO OR FACILITATE NATURE AND/OR WILDLIFE PRESERVATION.,no,
822693638,Yoga Ganesha Cultural Center,MI,Sterling Hts,,Resume Transcripts,JAYAKUMAR SUBRAMANIYAN,By May 31st of the calendar year,,no,
263981686,The Institute For Educational Advancements Inc,GA,Atlanta,B94,SEE ATTACHED,MATTHEW ORNSTEIN,,NONE,no,
472540099,Pearl Yeh Charitable Foundation,TX,Bellaire,T22,,WILLIAM YEH,,,no,
396703209,Milton A Krom Scholarship Trust 31 A039002,WI,Green Bay,,LETTER OF APPLICATION,ASSOCIATED TRUST COMPANY,,GRADUATES OF OWEN-WITHEE HIGH SCHOOL ARE ELIGIBLE RECIPIENTS.,no,
222423394,Emla Rimelspacher Scholarship Fund,NJ,Denville,,"SEE COURT ORDER DATED FEBRUARY 27, 1973 OF THE SUPERIOR COURT OF NEW JERSEY CHANCERY DIVISION",JUDY VON ITTER,NONE,AS DESCRIBED ABOVE,no,
320259493,Gift Of Life Family Transport Ltd,FL,Summrlnd Key,T23,,Diane Forsyth,n/A,n/A,no,
656212721,Lewis E Kern Res Charitable Tr Ua 070385,FL,Sarasota,T20Z,LETTER SPECIFYING REASON FOR REQUEST,JEFFERY T TROIANO,NONE,IRC SECTION 501(C)(3) ORGANIZATIONS ONLY,no,
824788756,Shannon B Jones Passion Pursuit Foundation,CO,Castle Pines,B12,,Jason Bardales,,,no,
204896971,The Chief Foundation Inc,NE,Grand Island,T20,WRITTEN APPLICATION WITH APPROPRIATE DOCUMENTATION,THE CHIEF FOUNDATION CO CHERYL VAJG,NONE,GRANTS WILL BE MADE TO ORGANIZATIONS THAT ARE TAX-EXEMPT AS DEFINED IN SECTION 501(c)(3) OF THE INTERNAL REVENUE CODE.,no,
461430893,Riddle Family Foundation,NC,Fayetteville,T22,"THE FORM SHOULD BE SUBMITTED IN WRITING. PLEASE INCLUDE NAME AND ADDRESS, ORGANIZATIONAL STRUCTURE, IRS RULING STATEMENT, AND A DESCRIPTION OF THE ACTIVITY.",JOSEPH P RIDDLE III RIDDLE FAMILY F,NONE,NONE,no,
471307553,Share N Share Alike Foundation Inc,WI,Berlin,W99,LETTER REQUEST,JAN HUGGINS,60 DAYS PRIOR TO GRANT DEADLINE,GRANTS ARE LIMITED TO 501(C)(3) PUBLIC CHARITIES AND GOVERNMENTAL ENTITIES THAT ARE IN ALIGNMENT WITH FOUNDATION GRANTING GUIDELINES.,no,
436911130,Preston M Green Charitable Foundation,MO,Clayton,T22,TAX EXEMPTION LETTER AND MOST RECENT BUDGET,CINDY LEWIS COMMERCE TRUST COMPANY,NONE,ST. LOUIS-AREA I.R.C. SECTION 501(C)3 ORGANIZATIONS,no,
830489792,Abraham J Cohen Family Charitable Foundation Inc,MD,Lutherville,T20,IN WRITING,BRIAN A GOLDMAN,NONE,THE SUPPORT OF JEWISH CAUSES WITH RESPECT TO RELIGIOUS AND NON-RELIGIOUS MATTERS AND THE SUPPORT OF OTHER QUALIFIED CHARITABLE ORGANIZATIONS ENGAGED IN SERVING SUCH CAUSES.,no,
202476413,Christian Cancer Support Group Inc,AL,Huntsville,T20,APPLICATION FORM IS PROVIDED THAT REQUIRES DETAILED PLANS FOR USE OF FUNDS,NICHOLAS SHARP,NONE,"NON-PROFIT USE, RELATED TO CANCER, PREFER TAX-EXEMPT ORGANIZATIONS, APPLICATION IS REVIEWED BY TRUSTEES",no,
742383505,Ralph L & Florence R Burgess,NV,Las Vegas,,ONLINE GRANT APPLICATION,WELLS FARGO PHILANTHROPIC SERVICES,MAY 15 AND NOVEMBER 15,LIMITED TO CHARITIES SUPPORTING THE PERFORMING ARTS.,no,
626266551,O G Wollman Dorothy Armstrong Wollman And Ella Armstrong,AL,Birmingham,B82Z,APPLICATION FORMS MAY BE OBTAINED FROM BETH WELSH AT THE ABOVE ADDRESS.,BETH WELSH,NONE,"SENIOR CLASS OF TULLAHOMA HIGH SCHOOL, TULLAHOMA, TENNESSEE",no,
626266551,O G Wollman Dorothy Armstrong Wollman And Ella Armstrong,AL,Birmingham,B82Z,APPLICATION FORMS MAY BE OBTAINED FROM BETH WELSH AT THE ABOVE ADDRESS.,BETH WELSH,NONE,"SENIOR CLASS OF TULLAHOMA HIGH SCHOOL, TULLAHOMA, TENNESSEE",no,
626266551,O G Wollman Dorothy Armstrong Wollman And Ella Armstrong,AL,Birmingham,B82Z,APPLICATION FORMS MAY BE OBTAINED FROM BETH WELSH AT THE ABOVE ADDRESS.,BETH WELSH,NONE,"SENIOR CLASS OF TULLAHOMA HIGH SCHOOL, TULLAHOMA, TENNESSEE",no,
626266551,O G Wollman Dorothy Armstrong Wollman And Ella Armstrong,AL,Birmingham,B82Z,APPLICATION FORMS MAY BE OBTAINED FROM BETH WELSH AT THE ABOVE ADDRESS.,BETH WELSH,NONE,"SENIOR CLASS OF TULLAHOMA HIGH SCHOOL, TULLAHOMA, TENNESSEE",no,
311684811,Trust Under Article Sixth Of The Will Of Mary H Manning,CA,Laguna Woods,T20,TYPEWRITTEN SUMMARY WITH DETAILED EXPLANATION OF OBJECTIVES AND FINANCIAL BUDGET,MARY ELLEN BONNER TRUSTEE,NONE,NONE,no,
943042135,Hemmert Lemhi County Youth Sports Foundation,ID,Meridian,,A WRITTEN REQUEST OUTLINING THE PURPOSE FOR WHICH THE FUNDS WILL BE USED AND HOW IT WILL BENEFIT LEMHI COUNTY YOUTHS.,ELIZABETH CASEY,NONE,"GIFTS, GRANTS & AWARDS ARE LIMITED TO YOUTH SPORTS ACTIVITIES IN LEMHI COUNTY, IDAHO.",no,
363687396,Ike & Roz Friedman Foundation,NE,Elkhorn,,"NO SPECIFIC FORM IS REQUIRED, SHOULD INCLUDE NAME, ADDRESS, SPECIFIC ACTIVITIES OF PROPOSED GRANT REQUESTED.",SUSAN COHN,THERE ARE NO SUBMISSION DEADLINES,THERE ARE NO RESTRICTIONS OR LIMITATIONS ON AWARDS,no,
263576736,Worldquant Foundation,CT,Old Greenwich,T20,"ONLINE APPLICATION WITH APPLICANT SUBMITTING A RESUME, ESSAY, TRANSCRIPT OF ACADEMIC PERFORMANCE, AND AT LEAST TWO LETTERS OF RECOMMENDATION. INCLUDED IN THE RESUME IS A SECTION THAT LISTS SCHOLARSHIPS, PRIZES, AWARDS, PUBLICATIONS, PRESENTATION AND PATENTS. THE PERSONAL ESSAY STATES THE APPLICANT'S NEED FOR THE SCHOLARSHIP, VISION FOR THE FUTURE AND HOW HE/SHE WILL FIGURE IN IT, THEIR MOTIVATION FOR STUDY AND SUCCESS, AND THEIR ETHICAL AND MORAL BELIEFS, AS EVIDENCED THROUGH REAL-LIFE EXPERIENCE.",WORLDQUANT FOUNDATION,APPLICATIONS FOR FALL SEMESTER ARE DUE BY MAY 15. NOTIFICATION IS IN JULY.,DESIRE TO STUDY QUANTITATIVE ANALYSIS.,no,
383501091,Nickless Family Charitable Foundation,MI,Saginaw,T90,"INNOVATION AWARD APPLICATIONS ARE AVAILABLE ON THE WEBSITE AT WWW.AHNINNOVATIONAWARD.COM NO FORMAT FOR GRANT REQUESTS, BUT APPLICATION SHOULD SHOW 501(C)(3) STATUS",JACK KIDWELL,NONE,"THE A.H. NICKLESS INNOVATION AWARD COMPETITION IS OPEN TO HIGH SCHOOL STUDENTS AGES 13 TO 18 IN BAY, MIDLAND, SAGINAW AND TUSCOLA COUNTIES IN MICHIGAN. OTHER GRANTS ARE AWARDED PRIMARILY TO THOSE CHARITABLE ENTITIES LOCATED IN THE BAY REGION OF MICHIGAN AND THE AREAS WHERE THE DIRECTORS RESIDE.",no,
833838940,Danny Lyon Foundation,NM,Bernalillo,A30,"PROVIDE A PROJECT PROPOSAL OUTLINING HOW THE GRANT WOULD BE USED TO FURTHER REALISM AND BEAUTY IN MEDIA AND RECORD TRUTH. IF APPLICABLE, EXPLAIN HOW THE WORK IS CONNECTED TO NATIONAL INTEREST. A PORTFOLIO CAN ALSO BE PROVIDED.",NANCY LYON,"NO SPECIFIC DEADLINES, BUT GRANTS ARE LIMITED BY THE AVALIABILITY OF FUNDS.",AWARDS ARE LIMITED BY THE AVALIABILITY OF FUNDS.,no,
356942545,Marcia Riklis Family Foundation,NY,Southampton,T22,"NO PARTICULAR FORM, HOWEVER PURPOSE AND DETAIL INFORMATION SHOULD BE INCLUDED",MARCIA N RIKLIS,NONE,GRANTS ARE LIMITED TO CHARITABLE ORGANIZATIONS SO RECOGNIZED BY THE INTERNAL REVENUE SERVICE,no,
136744781,Rose M Badgeeley Resid Charitable Tr Uw,NY,New York,,SUBMISSION VIA EMAIL OR REGULAR U.S. MAIL,JAIMEE S STORCK,12/1/2022 - 3/15/2023,"NO GRANTS TO INDIVIDUALS, GENERAL OPERATING COSTS OR GRANTS IN AMOUNTS LESS THAN $25,000",no,
376387595,Camp Mohawk Irrv Scholarship Tr,TX,Dallas,B82,FORMAL APPLICATION FORM FROM SCHOOL,ALVIN HIGH SCHOOL PRINCIPAL,AS DETERMINED BY THE SCHOOL EACH YEAR DURING FEBRUARY OR MARCH,"THE TRUST, BY ITS TERMS, IS LIMITED TO GRADUATING SENIORS OF ALVIN ISD",no,
464367903,Sheepgate Foundation,CA,Alta Loma,Q33,Formal request outlining details related to the organization you are requesting funds to support.,Steven Belko,,,no,
223706394,Singer Foundation For The Advancement Of Bio Medical Science,HI,Honolulu,H80,"WRITTEN REQUEST - PURPOSE, HISTORY, AND FINANCIAL STATEMENTS OF ORGANIZATION.",FRANK D SINGER PRESIDENT,NONE,NONE,no,
561372930,The Paul Green Foundation Inc,NC,Chapel Hill,,,No program or receipients,,,no,
208043230,Abbas Ambassadors Inc,CT,Ridgefield,T20,"WWW.ABBASAMBASSADORS.ORG IF YOU ARE AN INDIVIDUAL, FAMILY, OR MINISTRY LOOKING FOR SUPPORT, WE WELCOME THE OPPORTUNITY TO DISCUSS THE PROSPECT OF TEAMING TOGETHER. WE ASK THAT YOU PLEASE PRAY AS YOU REVIEW THE INFORMATION ON THIS WEBSITE AND THE DETAILED INFORMATION WE HAVE PUT TOGETHER REGARDING THIS FOUNDATION TO SEE IF OUR BELIEFS AND THE PRINCIPLES OF ABBA'S AMBASSADORS IS SUCH THAT YOU FEEL WE SHOULD SERVE TOGETHER.",JOHN F GIBSON,"YEAR-ROUND CONSIDERATION, NO SPECIFIC DEADLINES.","WWW.ABBASAMBASSADORS.ORG IF YOU ARE AN INDIVIDUAL, FAMILY, OR MINISTRY LOOKING FOR SUPPORT, WE WELCOME THE OPPORTUNITY TO DISCUSS THE PROSPECT OF TEAMING TOGETHER. WE ASK THAT YOU PLEASE PRAY AS YOU REVIEW THE INFORMATION ON THIS WEBSITE AND THE DETAILED INFORMATION WE HAVE PUT TOGETHER REGARDING THIS FOUNDATION TO SEE IF OUR BELIEFS AND THE PRINCIPLES OF ABBA'S AMBASSADORS IS SUCH THAT YOU FEEL WE SHOULD SERVE TOGETHER.",no,
205771628,Erma A Bantz Foundation,OH,Cincinnati,T20,THE FOUNDATION'S PRE-APPROVED GRANT APPLICATION,C GREGORY SCHMIDT,"APRIL 1 (FOR JULY DECISION), OCT 1 (FOR DECEMBER DECISION)",501(C)(3) ORGANIZATIONS THAT HAVE AS ONE OF THEIR PURPOSES THE SUPPORT OF AND/OR AID TO THE VISUALLY IMPAIRED AND/OR HEARING IMPAIRED.,no,
411893491,Caliber Foundation,MN,Minneapolis,T20Z,REQUEST APPLICATION AND INSTRUCTIONS BY LETTER OR BY PHONE,JOHN LAVANDER AND NANCY OWEN,NONE,NONE,no,
237376427,Helen Brach Foundation,IL,Chicago,,"Application form, available upon request",Joseph J Griseta,December 31 for consideration in year ending March 31,Must be organization exempt under Sect 501c3,no,
471904806,Cindy And Tony Weber Foundation,TX,Dallas,P12,LETTER FORM,CINDY AND TONY WEBER FOUNDATION,APPLICATION DUE BY JUNE 30TH.,NONE,no,
475438482,Phillip I V Heilker Charitable Foundation,SC,Beaufort,T22,"Proposals should be made in letter form and should include the following information, if applicable:General information (name, address, phone, fax and email)Description of assistance requested, goals and objectives (measurable if possible)Description of individual's needAdequate evidence of individual's needPlans to accomplish goals and objectivesTime table for implementation of goals and objectivesPlans for evaluation, including how success will be defined and measured.Description of other partners or sources of funding.",Phillip IV Heilker,Proposals may be submitted at any time during the year.,,no,
814712217,Jalil Family Foundation,CA,Portola Vally,T20,"CRITERIA FOR ACCEPTING UNSOLICITED GRANT REQUESTS IS STILL IN THE PROCEESS OF BEING ESTABLISHED. ONCE ESTABLISHED, THE CRITERIA FOR ACCEPTING UNSOLICITED GRANTS WILL INDICATE THE APPLICATION FORM AND DATE FOR SUBMISSION DEADLINES.",JALIL FAMILY FOUNDATION,SUBMISSION DEADLINE DATE HAS NOT BEEN ESTABLISHED.,MUST BE A 501(C)(3) ORGANIZATION OR EQUIVALENT,no,
376365323,Corbell Denny Memorial Foundation,IL,Carterville,T20,LETTER REQUESTING GRANT,THE CORBELL-DENNY MEMORIAL GRANT,NONE,RESIDENT OF FAYETTE COUNTY OR ORGANIZATGIONS WHICH ARE RELIGIOUS OR ENGAGED IN MEDICAL RESEARCH AND DEVELOPMENT MAY BE LOCATED ANYWHERE WITHIN THE UNITED STATES.,no,
752852191,Bud & Norma Johnson Family Foundation Inc,TX,Georgetown,T122,Written proposals giving full disclosure of material facts.,Bud Norma Johnson Family Foundation,,,no,
996003289,Chung Kun Ai Foundation,HI,Honolulu,,"GRANT APPLICATION PROCESS - THERE IS NO FORMAL GRANT APPLICATION PROCESS FOR THE CHUNG KUN AI FOUNDATION. GRANTS ARE MADE AT THE DISCRETION OF THE BOARD BASED ON THE ORGANIZATION'S MISSION. SCHOLARSHIP APPLICATION PROCESS - STUDENTS WHO ARE INTERESTED IN AND DEVOTED TO SERVING THE COMMUNITY MUST FILL OUT AND SUBMIT THE CHUNG KUN AI FOUNDATION SCHOLARSHIP APPLICATION, PROVIDE AN OFFICIAL TRANSCRIPT, AND A PERSONAL LETTER OF APPLICATION.",TRUSTEES CHUNG KUN AI FOUNDATION,NONE,NONE,no,
760606445,Wynn And Mary Geiger Foundation,TX,Missouri City,T22,LETTER DESCRIBING REQUEST,JOHN FOX,NONE,"PUBLIC CHARITABLE ORGANIZATIONS LOCATED IN FORT BEND COUNTY, TX",no,
364390437,Robert A Stein Family Foundation,IL,Chicago,T50,ANY REASONABLE FORM,ROBERT A STEIN,NONE,NONE,no,
462028020,Ahavas Avraham Foundation,MI,Detroit,P11,"ORGANIZATION'S IRS DETERMINATION LETTER, MISSION OF ORGANIZATION, SCHEDULE OF DIRECTORS AND OFFICERS, USE OF FUNDS REQUESTED.",GRANT COMMITTEE,NONE,NONE,no,
931234139,Western Institute For Nature Resources Education And Policy,WI,Milwaukee,A31Z,CONTACT ABOVE,WINREP FOUNDATION,CONTACT ABOVE,CONTACT ABOVE,no,
382449838,Les And Anne Biederman Foundation,MI,Traverse City,,"COMPLETE THE GRANT APPLICATION AND INCLUDE A SUMMARY OF PROJECT OR PURPOSE WITH TOTAL COST AND OTHER SOURCES OF FUNDING. OTHER INFORMATION REQUIRED INCLUDE A LINE ITEM BUDGET, COPY OF ORGANIZATIONS CURRENT OPERATING BUDGET, A COPY OF RECENT FINANCIAL STATEMENT, PRIOR YEAR FORM 990, A COPY OF TAX EXEMPT LETTER AND A LIST OF THE BOARD OF DIRECTORS. INCLUDE SEVEN COPIES OF THE ABOVE INFORMATION.",ROSS A BIEDERMAN,SUBMISSIONS MUST BE FILED 60 DAYS PRIOR TO QUARTERLY MEETINGS.,"GENERALLY, APPLICATIONS WILL BE CONSIDERED ONLY FROM THE NOTHERN MICHIGAN AREA AND MUST BE FOR EDUCATION, CIVIC IMPROVEMENTS, FINE ARTS, HEALTH AND HUMAN SERVICES, AND RECREATION OR YOUTH SERVICES.",no,
366160991,Hoffer Foundation,IL,South Elgin,,Submit request in writing to Gretchen Hoffer Farb The Hoffer Foundation 500 N Collins St South Elgin IL 60177,Gretchen Hoffer Farb,,,no,
516514248,The Sharabi Family Foundation,IL,Chicago,T22,NONE,FRAN SCHANNE,NONE,NONE,no,
131677403,Helen Hay Whitney Foundation,NY,New City,,Application forms available online on April 15 at hhwf.org,Adminstrative Director Helen Hay Wh,Deadline for filing online application is July 1st.,See attached statement,no,
852450014,Drew Jones Memorial Scholarship Fund,MO,Cpe Girardeau,B82,CONTACT ORGANZATION DIRECTOR,KEITH DAUM,NONE,LIMITED TO DIRECTOR DISCRETION BASED ON FUNDS AVAILABILITY,no,
431223959,Bish Rainey Memorial Trust 29016 00 3 Boatmens Tr Co,TX,Dallas,T21,SCHOLARSHIP APPLICATION FORM ATTACHED AND VERIFICATION OF 501(C)(3) ATTACHED,DR JOHN C MCMULLAN SUPERINTENDEN,APPLICATIONS SHOULD BE SUBMITTED PRIOR TO APRIL PRECEDING THE FALL SEMESTER,KENNETT PUBLIC SCHOOLS .,no,
364199167,Paine Family Foundation Corp,IL,Kenilworth,T20Z,No particular form,Paine Family Foundation,,"Health, education, and women's issues",no,
237425359,Sanford M And Nancy E Epstein Foundation,FL,Juno Beach,,WRITTEN REQUEST. NO SPECIFIC FORMAT.,SANFORD EPSTEIN,NONE,NONE,no,
853650842,Guidehouse Foundation,CO,Denver,Q12,,EDGAR A CAICEDO,,,no,
473770855,Tom And Mayumi Adams Family Foundation,CA,Huntingtn Bch,,Formal request outlining details related to the organization you are requesting funds to support.,Tom Adams,,,no,
276808263,Haegele Blount Animal Shelters,TN,Knoxville,T20,WRITTEN,KASSANDRA RICHARDSON,NONE GRANTS LIMITED TO ORGANIZATIONS DEVOTED,TO ANIMAL SHELTER/WELFARE,no,
156018859,Solomon Spector Foundation,OH,Brooklyn,,"APPLICATIONS SHOULD BE SUBMITTED IN WRITING AND INCLUDE THE AMOUNT, THE USE OF THE REQUESTED FUNDS AND THE APPLICANT IS A 501(C) (3) ENTITY.",ANDREW SPECTOR,NONE,"CHARITABLE, RELIGIOUS, SCIENTIFIC, LITERARY OR EDUCATIONAL PURPOSES OR FOR PREVENTION OF CRUELTY TO ANIMALS WITHIN THE UNITED STATES",no,
386629469,Daisy Harder Lavictoire Memorial Scholarship Tr,MI,Pigeon,,SCHOLARSHIP APPLICATION FORM,BRIAN KEIM,MARCH 31,"STUDENT OF ELKTON-PIGEON-BAY PORT, LAKER HIGH SCHOOL",no,
810417522,Ila B Dousman Fund Inc,MT,Whitefish,,"REASON FOR REQUIRED FUNDS, FINANCIAL NEED AND AMOUNT TO BE SPENT, PROOF OF 501(C)(3) STATUS",ILA DOUSMAN FUND INC,NONE,FUNDS MAY NOT BE USED FOR POLITICAL PURPOSES OR PROPAGANDA,no,
752738414,Kathrine M And Jas H Milam Family Charities Inc,TX,Dallas,T20Z,LETTER,MARY WHITESIDE,NONE,NONE,no,
330949622,Lucille Rader Education Foundation Inc,CA,Tarzana,B82,APPLICATION AND ESSAY,LUCILLE RADER EDUCATIONAL FOUNDATIO,MARCH 31,YES,no,
203765152,Single Step Foundation,AZ,Paradise Vly,B82,A PAPER COPY OF THE SINGLE STEP FOUNDATION SCHOLARSHIP APPLICATION FORM SHOULD BE COMPLETED AND SUBMITTED TO JOANNE CEIMO. THE APPLICATION FORM INCLUDES CONTACT INFORMATION and FUTURE COLLEGE AND CAREER GOALS.,JOANNE M CEIMO,VARIOUS,SCHOLARSHIPS ARE RESTRICTED TO HIGH SCHOOL STUDENTS PLANNING ON ATTENDING COLLEGE.,no,
251721100,The Heinz Endowments,PA,Pittsburgh,T20,YOU CAN DETERMINE YOUR ELIGIBILITY AND SUBMIT YOUR ONLINE APPLICATION ONLINE AT: HTTPS://WWW.HEINZ.ORG/GRANTS/APPLY-FOR-A-GRANT.,THE HEINZ ENDOWMENTS ONLINE GRANT A,FEBRUARY 15 - SPRING BOARD MEETING AUGUST 1 - FALL BOARD MEETING,"THE HEINZ ENDOWMENTS CONCENTRATES ITS EFFORTS AND RESOURCES IN SOUTHWESTERN PENNSYLVANIA. GIVEN ITS PRIMARILY REGIONAL FOCUS, THE FOUNDATION IS GENERALLY UNABLE TO CONSIDER APPLICATIONS FOR FUNDING FOR PROJECTS OUTSIDE THE COMMONWEALTH OF PENNSYLVANIA UNLESS THEY HAVE BEEN SPECIFICALLY REQUESTED BY THE FOUNDATION.",no,
640732703,Allen B Puckett Jr Family Foundation Inc,MS,Columbus,,INDIVIDUAL APPLICATIONS SHOULD INCLUDE A SUMMARY OF THE APPLICANT'S QUALIFICATIONS FOR THE CHARITABLE AWARD AND CIRCUMSTANCES REGARDING FINANCIAL NEEDS.,ALLEN B PUCKETT III,"APPLICATIONS ARE ACCEPTED BY MAIL ONLY. NOTICE APPROVAL, REJECTION, OR REQUESTS FOR INFORMATION ARE","PREFERENCE IS GIVEN TO CHARITABLE AND RELIGIOUS ORGANIZATIONS. MOST GIFTS ARE LIMTED TO RELIGIOUS/CHARITABLE PURPOSES, BUT GRANTS MAY BE MADE TO INDIVIDUALS DURING TIMES OF SPECIAL NEED.",no,
136117501,Huisking Foundation Inc,NC,Raleigh,,,FRANK R HUISKING,,,no,
61719576,Wolverine Scholarship Fund,OH,Marshallville,T20,,,,GRADUATING SENIORS AT SANTIAM HIGH SCHOOL ENTERING A 4- YEAR COLLEGE PROGRAM.,no,
510172561,Western State University Law Review Association Inc,CA,Irvine,,,WESTERN STATE UNIVERSITY LAW REVIEW,,,no,
901036705,Adams Family Foundation,SC,Greenwood,T20,ANY FORMAT ACCEPTED,LINDA ADAMS,NONE,NONE BUT EMPHASIS ON ORGANIZATIONS SERVING YOUTH IN UPSTATE SOUTH CAROLINA,no,
832367866,Belsky Family Foundation Inc,NY,Lawrence,T20,LETTER REQUESTS,ABRAHAM BELSKY,NO,NO,no,
880447903,Lee F Del Grande Foundation,NV,Reno,T22,NONE,GENE PASCUCCI DDS,NONE,NONE,no,
486329154,Loofbourrow Educational Tr,KS,Wellington,B82Z,SEE ATTACHED STATEMENT,DOUG PFALZGRAF,FEBRUARY 1,SEE ATTACHED STATEMENT,no,
954019288,Harold R Swanton And Winifred R Swanton Foundation,AZ,Phoenix,,IN LETTER FORM WITH INFORMATION REGARDING THE PUBLIC CHARITY,MUFG UNION BANK N A,NONE LIMITED TO MEDICAL FIELD (PULMONIC),NONE,no,
412232223,Eleanor Sophie Kahan Gemilas Chesed Fund Inc,NY,Monsey,X90,ONLINE OR BY MAIL,BERNARD PLAGMAN,NONE,,no,
274648159,Grand Lodge Of Mississippi Foundation,MS,Meridian,T22,APPLICATION,DANNY O ALEXANDER,NONE,NONE,no,
