EIN_value,Name,Gross_Revenue,Net_Revenue,Tax_Period_Year,PDF_URL,City,State,NTEE_Code,Form_Type
20342693,Gorham Community Learning Center Inc,242800,-51950,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020342693_202108_990_2022080220262740.pdf,Gorham,NH,,0
20343033,New Hampshire Music Educators Assoc,32999,-8630,2022,,Stratham,NH,,0
20344073,Thomas More College Of Liberal Arts Incorporated,5235090,427409,2022,,Merrimack,NH,B420,0
20344314,New England Ski Museum,345656,-92321,2021,,Franconia,NH,A500,0
20344666,Pittsfield Youth Baseball Inc,7610,-4372,2021,,Pittsfield,NH,N63,0
20344807,Nashua Association For The Elderly Inc,494827,57255,2021,,Nashua,NH,P81Z,0
20345671,Jasper Valley Swim & Tennis Club,272683,107778,2021,,Amherst,NH,N67,0
20345712,American Youth Football Inc,38989,7873,2021,,Manchester,NH,N65,0
20346512,Womens Information Service Wise,2459556,783046,2021,,Lebanon,NH,P620,0
20346954,Tobias Community Inc,540693,-174,2022,,Temple,NH,,0
20346955,New Hampshire Insurance Guaranty Association,781230,-368278,2021,,Boston,MA,,0
20347622,Strafford Learning Center,6530681,15992,2021,,Somersworth,NH,,0
20347918,Lakes Region Conservation Trust,1467819,635719,2021,,Center Harbor,NH,C300,0
20347931,South Eastern New Hampshire Alcohol And Drug Abuse Services,2424360,-21181,2022,,Dover,NH,F220,0
20347939,Community Crossroads Inc,32411303,148440,2021,,Atkinson,NH,S200,0
20348477,Big Brothers Big Sisters Of New Hampshire,1517480,368304,2021,,Stratham,NH,,0
20348525,American Hockey Coaches Association,262395,157524,2022,,Saint Peter,MN,N030,0
20348589,New Hampshire Chapter American Institute Of Architects,184591,20137,2021,,Portsmouth,NH,,0
20348630,Friends Of Lamprey Health Care Inc,228056,88894,2021,,Newmarket,NH,E21I,0
20348709,North Country Chamber Players Inc,326655,124351,2021,,Franconia,NH,A68Z,0
20348711,Child Health Services,185357,81666,2021,,Manchester,NH,E19,0
20348875,Bettys Dream  A Foundation For The Physically Handicapped Inc,66646,3146,2021,,Portsmouth,NH,,0
20349161,New Hampshire Womens Golf Association,159924,-36116,2021,,Derry,NH,,0
20349962,Manchester Alcoholism Rehabilitation Center,13271574,-679494,2021,,Manchester,NH,F22Z,0
20350051,Coos County Family Health Services Inc,16868325,888030,2022,,Berlin,NH,E400,0
20350170,Granite State Independent Living,18559478,907436,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020350170_202109_990_2022082220292721.pdf,Concord,NH,P8XZ,0
20350899,Turning Points Network,1360527,367895,2021,,Claremont,NH,P430,0
20351152,Gibson Center For Senior Services Inc,1436233,462113,2022,,N Conway,NH,P81Z,0
20351195,Veterans Of Foreign Wars Department Of New Hampshire,401239,97230,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F020351195_202106_990O_2022071820226452.pdf,Hudson,NH,,0
20351655,Sonata Housing Inc,509515,54862,2022,,Center Conway,NH,P70Z,0
20351827,Pi Kappa Alpha Fraternity,214761,93669,2022,,Winchester,MA,N50,0
20351932,Harbor Homes Inc,34009669,21936,2021,,Nashua,NH,L21Z,0
20351951,International Association Of Machinists & Aerospace Workers,4070445,403679,2021,,Englewd Clfs,NJ,,0
20352035,Londonderry Athletic & Field Assoc,203684,37114,2021,,Londonderry,NH,N63Z,0
20352107,The Spartan Junior Drum And Bugle Corps Inc,287468,65045,2021,,Nashua,NH,A6E0,0
20353208,The Salem High School Performing Arts Music Club Inc,44965,2695,2022,,Salem,NH,,0
20353215,Spaulding Hockey Boosters,51843,11882,2022,,Rochester,NH,,0
20353226,Snhs Management Corporation,2955285,585257,2021,,Manchester,NH,P200,0
20353251,Londonderry Soccer Club,189227,29467,2022,,Londonderry,NH,O20Z,0
20353541,Tin Mountain Conservation Center Incorporated,2203013,1358914,2021,,Albany,NH,C600,0
20354057,The Friendly Kitchen Inc,711700,126070,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020354057_202109_990_2022082920304841.pdf,Concord,NH,,0
20354077,Nhscot,663560,91527,2021,,Concord,NH,A230,0
20354220,Ars Inc,403647,249783,2021,,W Chesterfld,NH,,0
20354301,Regional Services And Education Center Inc,5343714,591218,2022,,Amherst,NH,,0
20354549,Cheshire Medical Center,247398804,6603740,2021,,Keene,NH,E220,0
20355374,Southeast Land Trust Of New Hampshire,7653430,4805068,2021,,Epping,NH,T22,0
20356689,Knights Of Columbus,104480,-28393,2022,,Manchester,NH,,0
20358123,Monadnock Community Service Ctr,2258391,1417923,2021,,Keene,NH,P40I,0
20358715,White Mountain Community Health Center,2831131,1058280,2022,,Conway,NH,E300,0
20358724,Lukas Foundation,1676506,-156921,2021,,Temple,NH,,0
20358727,Northeast Organic Farming Association Of New Hampshire,136036,9756,2021,,Concord,NH,K20,0
20359239,Nashua Soup Kitchen And Shelter Incorporated,4097560,1585065,2021,,Nashua,NH,K34Z,0
20359604,Marion Gerrish Community Center Inc,834077,197528,2021,,Derry,NH,P28Z,0
20359808,American Federation Of Teachers,885774,-19627,2022,,Nashua,NH,,0
20359998,Northeast Resource Recovery Association,8044406,68496,2021,,Epsom,NH,C022,0
20360151,New Hampshire Coalition Against Domestic & Sexual Violence,10638008,138031,2022,,Concord,NH,P430,0
20360476,Rockingham County Law Enforcement Officers Association Inc,54235,-7537,2021,,Hampton,NH,,0
20360640,Vna At Hcs Inc,18124886,2237221,2021,,Keene,NH,E99Z,0
20361471,Lambs Workshop Inc,313406,-1638,2022,,Bedford,NH,,0
20362443,Pastoral Counseling Services Inc,1321544,119626,2021,,Manchester,NH,,0
20362579,Cooperative Alliance For Seacoast Transportation,6697461,25119,2021,,Dover,NH,W40Z,0
20363170,Village Players,235131,6862,2021,,Wolfeboro,NH,A650,0
20363667,Special Needs Support Center Of The Upper Valley,372434,103369,2022,,White River Junction,VT,P41Z,0
20363746,The Childrens Museum Of New Hampshire,1242878,594527,2021,,Dover,NH,A520,0
20363792,Amethyst Foundation Inc,954067,212734,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F020363792_202106_990_2022071120207688.pdf,Epping,NH,I23Z,0
20364019,Keene Downtown Housing Corporation,3885,-48336,2021,,Keene,NH,S31Z,0
20364132,Blueberry Express Daycare Inc,428208,-7295,2022,,Pittsfield,NH,P33Z,0
20364509,Portsmouth Submarine Memorial Association,361711,-27671,2021,,Portsmouth,NH,A540,0
20364637,Bartlett Jackson Ambulance,270914,19645,2021,,Glen,NH,M23,0
20364878,Operation Blessing Inc,1178852,385229,2021,,Portsmouth,NH,P600,0
20365446,Franconia Ski Club,1353983,321174,2022,,Franconia,NH,N68Z,0
20365446,Franconia Ski Club,1353983,321174,2022,,Franconia,NH,N68Z,0
20365780,Starting Point Services For Victims Of Domestic And Sexual Violence,810659,-12627,2021,,Conway,NH,P43Z,0
20366119,Amoskeag Residences Inc,201720,30279,2021,,Manchester,NH,P73Z,0
20366120,Behavioral Health & Developmental Services Of Stafford County Inc,51511437,5134041,2022,,Dover,NH,,0
20366556,Havenwood Heritage Heights Trust Fund,3466366,2695660,2021,,Concord,NH,P110,0
20366557,Strafford County Board Of Realtors Inc,206356,86140,2021,,Dover,NH,S41,0
20366619,Friends Of The Keene Public Library,119295,51558,2021,,Keene,NH,B11,0
20366645,World Cup Soccer Club Of Greater Nashua,10038,-16410,2022,,Nashua,NH,N64Z,0
20366874,Bethlehem Redevelopment Assoc,479755,143529,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F020366874_202109_990_2022030219675456.pdf,Bethlehem,NH,,0
20367045,Claremont Soup Kitchen Inc,457583,68758,2022,,Claremont,NH,K34Z,0
20367054,American Youth Football Inc,38748,4622,2021,,Pelham,NH,N65,0
20368594,Community Bridges Inc,49860729,1142416,2021,,Concord,NH,P700,0
20368776,N H Higher Education Loan Corporation,75110962,13014322,2021,,Concord,NH,B820,0
20368906,Mallards Landing,282489,39448,2021,,Belmont,NH,,0
20368955,One Sky Community Services Inc,39302747,2250706,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F020368955_202106_990_2022041119848234.pdf,Portsmouth,NH,P700,0
20369092,Imaging Educational And Research Corporation,166809,149425,2021,,Etna,NH,U99B,0
20369974,Monadnock Development Services Region V Area Agency,37062652,1539190,2021,,Keene,NH,P80Z,0
20370018,Prescott Park Arts Festival Inc,1182757,82021,2021,,Portsmouth,NH,A200,0
20371464,New Hampshire Antiquarian Society,152521,36057,2021,,Hopkinton,NH,,0
20371590,Alton Housing For The Elderly Inc,435115,73917,2022,,Concord,NH,L22Z,0
20372565,Voices Against Violence,707160,-25814,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F020372565_202106_990_2022041519864014.pdf,Plymouth,NH,P43Z,0
20372894,Manchester Development Corporation,43289,39217,2022,,Manchester,NH,,0
20372894,Manchester Development Corporation,43289,39217,2022,,Manchester,NH,,0
20374599,Free & Accepted Masons Of New Hampshire,159171,117111,2021,,Hooksett,NH,,0
20375525,Wilmot Volunteer Fire Company,91541,-69699,2021,,Wilmot,NH,M24,0
20376209,Pittsburg Ridge Runners Snowmobile Club Inc,357805,75572,2022,,Pittsburg,NH,,0
20376586,Manchester Community Music School,1138182,152587,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020376586_202108_990_2022080220263121.pdf,Manchester,NH,,0
20377026,Back Bay Hockey Association Inc,99763,-87393,2022,,Wolfeboro,NH,,0
20377315,Area Agency Of Greater Nashua Inc,59697244,1689336,2021,,Nashua,NH,,0
20378184,The White Mountain Waldorf School,-515513,-575994,2021,,North Conway,NH,,0
20385121,Granite State Economic Development Corp,8490833,433079,2021,,Portsmouth,NH,,0
20387107,L I F E Ministries Inc,376225,218521,2022,,Wolfeboro Fls,NH,K31,0
20387107,L I F E Ministries Inc,376225,218521,2022,,Wolfeboro Fls,NH,K31,0
20387625,Gilford Village Knolls Inc,264212,-36288,2021,,Bedford,NH,,0
20388924,New Hampshire Public Defender,24100755,9257,2022,,Concord,NH,,0
20389031,Care Net Pregnancy Ctr Of M&N,503738,124553,2021,,Nashua,NH,E400,0
20389031,Care Net Pregnancy Ctr Of M&N,503738,124553,2021,,Nashua,NH,E400,0
20390548,Chesco Inc,5890910,368771,2022,,Keene,NH,J30Z,0
20391160,Options For Women A Pregnancy Help Center,380708,45364,2021,,Rochester,NH,E400,0
20392003,Milton Learning Center,333544,58762,2021,,Milton,NH,P33,0
20392580,Hanover Improvement Society Corp,3942622,2269507,2022,,Hanover,NH,N31Z,0
20392823,Northeast Campground Association,88763,-15059,2021,,Stafford Springs,CT,,0
20393952,Care Net Pregnancy Center Of Greater Concord,218764,28097,2021,,Concord,NH,E400,0
20394806,Mountain View Yacht Club Incorporated,677764,121348,2021,,Gilford,NH,,0
20394884,New Hampshire Innovation And Creativity Connection,0,0,2022,,Manchester,NH,,1
20395029,Alpha Phi International Fraternity,764220,-100142,2022,,Chicago,IL,,0
20395289,Seacoast Mental Health Center Resource Group Inc,780838,543043,2022,,Portsmouth,NH,F32I,0
20395295,Vna Personal Services Inc,756291,-71838,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F020395295_202106_990_2022071120204812.pdf,Manchester,NH,,0
20395296,Visiting Nurse Association Of Manchester & Southern New Hampshir,2315652,345748,2021,,Manchester,NH,E120,0
20395538,Monadnock Economic Development Corporation,2525403,-553303,2021,,Keene,NH,S310,0
20397338,Valley Regional Healthcare Inc,2270265,-711046,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020397338_202109_990_2022082220291883.pdf,Claremont,NH,E210,0
20397683,Brain Injury Association Of New Hampshire,3034466,425144,2021,,Concord,NH,,0
20398138,Alliance Resources Incorporated,1700609,82472,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020398138_202109_990_2022083020310773.pdf,Manchester,NH,E32Z,0
20398288,Catholic War Veterans Of The United States Of America Inc,143301,90344,2022,,Manchester,NH,,0
20398396,Newfound Lake Region Association,500481,150156,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F020398396_202109_990_2022030219677956.pdf,Bristol,NH,C320,0
20399161,Children Unlimited Inc,1558673,261324,2021,,Conway,NH,P33Z,0
20400662,North Country Center For The Arts Inc,331925,-47689,2021,,Lincoln,NH,A20,0
20400703,The Riverwoods Company At Exeter New Hampshire,45820937,345686,2022,,Exeter,NH,P750,0
20400769,The Upper Room A Family Resource Center,1533126,346238,2022,,Derry,NH,,0
20402602,New Hampshire Health Care Assoc,1117026,106094,2021,,Pembroke,NH,,0
20403383,Hr State Council Of New Hampshire,112576,7940,2021,,Rochester,NH,S41,0
20403452,Friends Of The Music Hall,3857092,1120311,2021,,Portsmouth,NH,A610,0
20403572,Roger N Allen Baseball,235481,19945,2021,,Rochester,NH,N63,0
20404562,Crotched Mountain Community Care Inc,4185529,415515,2021,,Manchester,NH,,0
20405058,Twin State American Saddlebred Association,253217,19689,2021,,Halifax,MA,,0
20405091,Nansen Ski Club Inc,459263,420148,2022,,Berlin,NH,C50,0
20405347,Snhs Farmington Elderly Housing Inc,349374,-51796,2022,,Manchester,NH,L21,0
20405349,Snhs Elderly Housing Ii Inc,724663,-94466,2022,,Manchester,NH,,0
20405369,Make A Wish Of New Hampshire Inc,2601281,809322,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020405369_202108_990_2022080220264370.pdf,Manchester,NH,A99Z,0
20405852,The Front Door Agency Inc,2115957,332764,2022,,Nashua,NH,P20Z,0
20406149,Sandwich Child Care Center Inc,447355,40905,2021,,Center Sandwich,NH,P33Z,0
20406149,Sandwich Child Care Center Inc,447355,40905,2021,,Center Sandwich,NH,P33Z,0
20406703,Notre Dame Arena Inc,388776,98556,2022,,Berlin,NH,,0
20406871,Saint Vincent Depaul Society Sacred Heart Of Jesus,35088,1497,2021,,Greenville,NH,P20,0
20407497,My Friends Place Inc,569495,113942,2021,,Dover,NH,,0
20408357,Mount Washington Valley Alpine Education Foundation,553294,71936,2022,,Intervale,NH,B90,0
20408357,Mount Washington Valley Alpine Education Foundation,553294,71936,2022,,Intervale,NH,B90,0
20408415,Great American Downtown Inc,204659,-2926,2021,,Nashua,NH,,0
20410094,Londonderry Fish And Game Club,215476,112725,2021,,Londonderry,NH,Y99,0
20410481,New Hampshire Peace Action Education Fund,754047,102158,2021,,Concord,NH,Q014,0
20410827,Francestown Land Trust Inc,336218,309485,2021,,Francestown,NH,C340,0
20411920,Old Meeting House Of Francestown Inc,40736,14764,2022,,Francestown,NH,,0
20413544,Acorn School Inc,552792,63944,2021,,Stratham,NH,,0
20414050,Pittsfield Youth Workshop,175020,11635,2022,,Pittsfield,NH,,0
20416647,Hopkinton Public Library Foundation Of Hopkinton Nh,54141,27918,2021,,Contoocook,NH,,0
20417308,1888 Message Study Committee,202258,55814,2021,,Berrien Sprgs,MI,A70Z,0
20418617,Candia Youth Athletic Assn,211444,32114,2022,,Candia,NH,N60,0
20418718,Exeter Med Real Inc,7175126,-1021513,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020418718_202109_990O_2022082920301620.pdf,Exeter,NH,,0
20418983,Helping Hand Outreach Ministries,324784,-11519,2021,,Manchester,NH,L410,0
20419693,Raymond Ambulance Inc,845844,74720,2021,,Raymond,NH,E62Z,0
20419975,New Hampshire Theatre Project,242396,44450,2021,,Portsmouth,NH,A650,0
20419993,Seacoast Repertory Theatre,2253982,682139,2021,,Portsmouth,NH,A650,0
20419993,Seacoast Repertory Theatre,2253982,682139,2021,,Portsmouth,NH,A650,0
20420363,Perfect Peace Inc,508849,-9193,2021,,Jaffrey,NH,P73Z,0
20423502,Upper Valley Teacher Training Program Incorporated,993356,-22086,2022,,Lebanon,NH,B56Z,0
20424369,Souhegan Valley Chamber Of Commerce Inc,194031,35822,2022,,Amherst,NH,,0
20424532,Community Caregivers Of Greater Derry,414838,116391,2021,,Derry,NH,P44Z,0
20424788,New Hampshire East Youth Hockey,399540,31648,2022,,Exeter,NH,Z99Z,0
20424788,New Hampshire East Youth Hockey,399540,31648,2022,,Exeter,NH,Z99Z,0
20425539,Alpha Sigma House Corporation Of Kappa Delta,512990,-16153,2021,,Durham,NH,,0
20426312,Shallow River Properties Inc Washington St,1463552,588835,2021,,Conway,NH,,0
20426348,Laconia Area Community Land Trust,3154056,1180183,2021,,Laconia,NH,L200,0
20427331,Housing Partnership,2909640,1679500,2021,,Portsmouth,NH,L200,0
20427450,Vernon Continuing Care Homes Inc,1453495,259467,2021,,Kittery,ME,P75,0
20427526,Nashua Police Athletic League,860842,189826,2021,,Nashua,NH,O20Z,0
20427571,Greater Salem Caregivers,202904,72558,2021,,Salem,NH,P52Z,0
20427594,Five Rivers Conservation Trust,576250,204030,2022,,Concord,NH,,0
20427596,Chosen Vale Inc,1051971,468922,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020427596_202109_990_2022082220291726.pdf,Enfield,NH,A500,0
20428719,The Bearcamp Center For Sustainable Community,385500,152148,2021,,S Tamworth,NH,B25Z,0
20429749,Capital Region Health Care Development Corporation,4517739,343451,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F020429749_202109_990O_2022080320268380.pdf,Concord,NH,,0
20429970,Wildlife Conservation Trust Inc,187290,-31231,2022,,Mendham,NJ,,0
20431355,Champions Of New Hampshire Farms,429177,30399,2021,,Concord,NH,S30,0
20431355,Champions Of New Hampshire Farms,429177,30399,2021,,Concord,NH,S30,0
20432059,Arlington Pond Protective Association,109606,83845,2021,,Salem,NH,C32,0
20432242,Court Appointed Special Advocates Of New Hampshire Inc,4604438,1319757,2022,,Manchester,NH,R200,0
20433124,Applewood Learning Center Inc,1072174,253679,2022,,Londonderry,NH,,0
20433265,The Oliveran School Inc,3080835,-305876,2021,,Pike,NH,B28Z,0
20433505,Concord Area Trust For Community Housing,2831775,1404949,2022,,Concord,NH,L20Z,0
20433652,Montessori Schoolhouse Of Cheshire County Inc,720131,159368,2022,,Keene,NH,,0
20433652,Montessori Schoolhouse Of Cheshire County Inc,720131,159368,2022,,Keene,NH,,0
20433799,Greater Derry Community Health Services Inc,789690,159728,2022,,Derry,NH,,0
20434887,Harry Alan Gregg Foundation,557385,382062,2021,,Manchester,NH,,0
20434887,Harry Alan Gregg Foundation,557385,382062,2021,,Manchester,NH,,0
20434887,Harry Alan Gregg Foundation,557385,382062,2021,,Manchester,NH,,0
20434898,Care Net Pregnancy Center Of The Monadock Region,103316,-9723,2021,,Keene,NH,,0
20435343,Greater Salem Chamber Of Commerce,175163,-40317,2021,,Salem,NH,,0
20436280,Neighbors In Need,101355,64439,2021,,Laconia,NH,,0
20436529,Touchstone Farm Inc,603467,83877,2021,,Lyndeborough,NH,P80Z,0
20437330,Better Business Bureau Of New Hampshire Inc,926407,123042,2021,,Concord,NH,,0
