EIN_value,FormAndInfoAndMaterialsTxt,RecipientPersonNm,SubmissionDeadlinesTxt,RestrictionsOnAwardsTxt,OnlyContriToPreselectedInd,CurrentYearGrantAmount
586034319,LETTER,CRAIG BARROW III,NONE,"LIMITED TO THE PRESERVATION AND STUDY OF AGRICULTURE, HORTICULTURE, FORESTRY AND HISTORIC SITES AND DOCUMENTS.",no,N/A
460854340,"EMAIL OR LETTER WITH NAME, ADDRESS, AND GENERAL DESCRIPTION OF PROBLEM",EDISTO ISLAND HOME MISSION TEAM,OPEN YEAR ROUND,"HOMES LOCATED ON EDISTO ISLAND, SC",no,N/A
416075860,"APPLICANTS DISCRETION SHOULD BE UTILIZED. HOWEVER, MAIL REQUESTS ONLY.",HAROLD W SWEATT FOUNDATION,NONE,NONE,no,N/A
208989115,"THE APPLICANT NEEDS TO PROVIDE DOCUMENTATION TO PROVE THAT THEY ARE A QUALIFIED 501C(3) ORGANIZATION, AND ALSO SUBMIT WRITTEN REPORTS WHICH DEMONSTRATE THE USAGE OF THE GRANT.",THE SUMMERSAULT FOUNDATION - ATTN D,N/A N/A,THE GRANT WILL ONLY BE MADE TO TAX-EXEMPT PUBLIC CHARITIES.,no,N/A
061595309,N/A,MICHAEL GAITO,,,no,N/A
306223592,REPORT TO BE SENT TO COMMITTEE,TOWN OF COLONIE,NOVEMBER 25TH & MARCH 15TH,NONE,no,N/A
271432061,WRITTEN REQUEST. NO SPECIFIC FORMAT.,ZEKE VANDERHOEK,NONE,NONE,no,N/A
133201819,N/A,JOSEPH D COOPER,NA,NONE,no,N/A
581506089,VERBAL REQUEST TO MS PAYNE 423.837.7561,MS PAYNE PRINCIPAL,"NONE, SELECTION MADE IN MAY OF EACH YEAR",NONE EXCEPT MUST BE A SENIOR AT S PITTSBURGH HIGH SCHOOL,no,N/A
346931016,NO APPLICATION REQUIRED,DON P BROWN,NONE,NONE,no,N/A
833345333,"APPLICATION, TRANSCRIPTS AND LETTER OF REFERENCE",SHELBY COUNTY STATE BANK,APPLICATION AND ALL OTHER MATERIALS ARE TO BE SUBMITTED EACH YEAR BY APRIL 15.,"APPLICANT MUST BE A GRADUATE OF A SHELBY COUNTY, ILLINOIS HIGH SCHOOL AND BE ACCEPTED TO A FOUR-YEAR COLLEGE OR UNIVERSITY. THE STUDENT MUST MAINTAIN A 2.75 OR HIGHER GPA. A STUDENT MAY BE ELIGIBLE FOR A SCHOLARSHIP UP TO FOUR YEARS.",no,N/A
742129257,LETTER REQUESTING AMOUNT AND USE OF FUNDS.,ARNOLD GOVELLA,NA,MUST BE USED FOR THE BENEFIT OR ARANSAS PASS OR SURRONDING AREA,no,N/A
436871939,APPLICATIONS FOR GRANTS TO THE JMS CHARITABLE FOUNDATION WILL BE ACCEPTED FOR CONSIDERATION REGARDLESS OF THEIR FORMAT. APPLICATIONS FOR SCHOLARSHIPS WILL BE PROVIDED UPON REQUEST.,JMS CHARITABLE FOUNDATION,NONE AT THIS TIME.,APPLICATIONS FOR EDUCATIONAL GRANTS OR SCHOLARSHIPS ARE LIMITED TO UNITED STATES CITIZENS WHO ARE HIGH SCHOOL GRADUATES OR HAVE COMPLETED THE REQUIREMENTS OF THE EQUIVALENCY DIPLOMA KNOWN AS G.E.D. ALL OTHER REQUESTS FOR CHARITABLE PURPOSES HAVE NO RESRICTIONS.,no,N/A
134012194,LETTER,MARIANNE SCHNELL,NONE,NONE,no,N/A
066236358,APPLICATION AVAILABLE THROUGH THE HEALTH IN ACTION RESOURCES (HRiA) - THE MEDICAL FOUNDATION (TMF) WEBSITE,DETAILS OUTLINED ON APPLICATION,DETAILS OUTLINED ON APPLICATION,DETAILS OUTLINED ON APPLICATION,no,N/A
846017080,Applications must be submitted through the online grant application form,Wells Fargo Bank Grant Administrati,March 31,"Public Charity Orgs. who alleviate the suffering for the care of sick, disabled, and infirmed in Denver CO.",no,N/A
916355276,Typed paper outlining their transcripts (GPA); activities in and outside school; honors and awards received; if they have applied and been accepted to college; future goals in resume format.,Richard Hallett,Prior to May awards each year.,"Recipients shall be graduates of Kelso, Longview or Castle Rock, WA High Schools. Selection is based on moral character & reputation, abstinence from harmful drugs; financial need and respect for principles.",no,N/A
231280780,See attached note.,Carol Nitzberg,None,None - See attached note.,no,N/A
814713447,INQUIRIES WELCOME,BUDDHA PAUL,OPEN,ORGANIZATIONS WITH IRC 501(C)(3) OR INTERNATIONAL GOVERNMENT APPROVED CHARITIES4 YEARS OF FINANCIAL AND ANNUAL REPORTSPREFER SUPPORT FOR ORPHAN AND POOR CHILDREN,no,N/A
066526279,WRITTEN REQUEST,HOWARD S BERINSON,NONE,NONE,no,N/A
161527078,ALL REQUESTS SHOULD BE MADE IN WRITING,MR M WILLIAM BOLLER TRUSTEE,NONE,NONE,no,N/A
813597612,"THE FOUNDATION WILL EMAIL A LINK FOR ONLINE NOMINATIONS TO AUTHORIZED PERSONS FROM EACH SCHOOL. THE FOUNDATION WILL NOTIFY STUDENTS OF THEIR NOMINATION AND PROVIDE INSTRUCTIONS FOR THE ONLINE APPLICATION. STUDENTS MUST COMPLETE THE ONLINE APPLICATION AND SUBMISSIONS SHALL INCLUDE THE ONLINE APPLICATION, A RESUME, A PHOTO AND AN ESSAY OR VIDEO. IN ADDITION, TWO LETTERS OF RECOMMENDATION, SUBMITTED DIRECTLY BY THE AUTHORS, AND AN OFFICIAL TRANSCRIPT OR ACT SCORE REPORT.",CLAUDETTE GLENN,"THE SUBMISSION DEADLINE FOR THE APPLICATION IS OCTOBER 31ST, ANNUALLY.","THE SPECIFIC CRITERIA THAT WILL BE USED TO DETERMINE WHO IS ELIGIBLE FOR THE FOUNDATION'S EDUCATIONAL SCHOLARSHIPS ARE AS FOLLOWS: - THE STUDENT MUST BE ENROLLED AS HIGH SCHOOL SENIOR AT ONE OF THE SCHOOLS LISTED ON THE FOUNDATIONS' WEBSITE. - THE STUDENT MUST BE US CITIZEN AND RESIDENT OF KANSAS. - THE STUDENT MUST MEET AT LEAST ONE OF THE FOLLOWING CRITERIA: HAVE A MINIMUM GPA OF 3.6; HAVE A MINIMUM ACT SCORE OF 26; HAVE A MINIMUM SAT SCORE OF 1240. - THE STUDENT MUST BE NOMINATED BY HIS OR HER HIGH SCHOOL COUNSELOR OR NOMINATING COMMITTEE, LIMIT OF 2 NOMINATIONS PER YEAR. A SCHOLARSHIP RECIPIENT WILL BE CHOSEN BASED ON ACADEMIC PERFORMANCE AND THE INDIVIDUAL'S DEMONSTRATION OF CHARACTER TRAITS SUCH AS INTEGRITY, INTELLECTUAL CURIOSITY, EXPLORATORY SPIRIT, LEADERSHIP, HUMILITY, COMPASSION, INCLUSIVITY, LOYALTY, COURAGE, ICONOCLASTIC, WORLDLY INTEREST IN LANGUAGES. THE DESIRED CHARACTER TRAITS OF THE STUDENT WILL BE BASED ON TWO LETTERS OF RECOMMENDATION AND A PERSONAL STATEMENT OR SH",no,N/A
236906450,APPLICATIONS SHOULD BE SUBMITTED IN WRITING TO THE DIRECTORS. APPLICATIONS SHOULD INCLUDE HISTORY AND PURPOSE OF THE ORGANIZATION PLUS USE OF FUNDS TO BE DONATED.,ROBERT PRITZ,NO SUBMISSION DEADLINES,"DONATIONS LIMITED TO ORGS. WITHIN PA, NJ & DE. PURPOSE OF DONATIONS ARE TO BETTER LIVES OF CHILDREN & FAMILIES WHO ARE PHYSIC., SOCIAL., FINANCIAL & RELIGIOUSLY DEPRIVED FOR REASONS BEYOND THEIR CONTROL. TO FURTHER THE LIVES OF INDIVIDUALS SUBJECT TO ABUSE, FOSTERING CHRISTIAN RELIGIOUS CHAPLANCIES IN EDUCATIONAL INSTITUTION & TO THE PERPEUTATION OF FAMILY UNIT IN AMERICA.",no,N/A
640611001,NO SPECIFIC FORM REQUIRED,LANCE BONNER,NONE,NONE,no,N/A
814993639,12648,LEE BOURQUE,NO SUBMISSION DEADLINES,THE FOUNDATION CONTRIBUTES TO ORGANIZATIONS IN THE FIELD OF EDUCATION AND OTHER CHARITABLE PURPOSES IN THE STATE OF RHODE ISLAND.,no,N/A
391956306,NONE,PAMELA PLOETZ,NONE,NONE,no,N/A
562586947,"EMAIL INITIAL INQUIRY FOR GRANT OR SCHOLARSHIP. PROPOSALS RELATED TO GENEOLOGICAL STUDIES, RESEARCH OR CUMMINGS FAMILY/DECEDANTS ONLY.",DAVID ROLAND PRESIDENT,REVIEWED QUARTERLY,RELATED TO ICFA MISSION. SEE WEBSITE - WWW.ISAACCUMMINGSFAMILY.ORG,no,N/A
363618839,"Letter from interested individual containing his curriculum vitae, research interest",WP DMOWSKI MD PHD,No specific deadline although training begins on Jan 1,Interested individual should hold MD or PhD degree andhave background in research.,no,N/A
271791842,NO FORMS REQUIRED,THOMAS C MAHER,NO SUBMISSION DEADLINE,NONE,no,N/A
316024937,ANY FORM IS ACCEPTABLE WITH ANY MATERIALS,CAMERON KENT NELSON,NONE,NONE,no,N/A
746036675,"Proposals or requests must be made in writing with the following information included: a copy of the IRS letter of determination qualifying the organization as a tax exempt charitable organization. A description of the proposed project and justification of need thereof. A detailed explanation of the use of the funds requested. List of the names of the governing board and the name of the chief administrator of the organization. Current financial statement including the sources of funding, income and expenses. All requests received shall be acknowledged in writing by the chief administrator and all checks shall bear a proper and legal endorsement.",Helen Lund Yancey President,Requests must be submitted prior to December 1.,"The foundation awards contributions, gifts and grants in the following categories: civic, cultural and religion; education, literature and science; hospitals; medical, medical research and mental health; rehabilitation and welfare; youth activities; community funds.",no,N/A
136065978,"REQUIRED RESUME, BUDGET AND NARRATIVE ON EXEMPT PURPOSE.",JOHN BREGLIO CO PAUL WEISS ET AL,NONE,"NO GRANTS TO INDIVIDUALS, ORGANIZATIONS DEVELOPING NEW DRAMATIC PLAYS PREFERRED.",no,N/A
943086311,LETTER FORM WITH STATEMENT OF PURPOSE AND OBJECTIVES,MARY PENCE,NONE,NONE,no,N/A
237299980,SEE ATTACHED,JOHN B KANE,NONE,PREFERENCE GIVEN TO THE BARTLESVILLE AREA,no,N/A
841508054,"FOUNDATION'S PRESCRIBED FORM, COPY OF ORGANIZATION'S MISSION STATEMENT, 501(C)(3) DOCUMENTATION AND MOST RECENT FINANCIAL STATEMENT.",JANE ALEXANDRA STORM,DEADLINES ARE TO BE DETERMINED,"FOUNDATION INTENDS TO MAKE GRANTS TO QUALIFIED 501(C)(3) ORGANIZATIONS AND OTHER ELIGIBLE NON-PROFIT ORGANIZATIONS AS DETERMINED BY THE BOARD OF DIRECTORS, LOCATED IN COLORADO, THAT FOCUS ON ENVIRONMENTAL CONCERNS, HEALTH ISSUES, WOMEN'S ISSUES, THE PERFORMING ARTS, AND HISTORIC PRESERVATION.",no,N/A
593010451,CONTACT THE FOUNDATION DIRECTLY OR VISIT THE FOUNDATION'S WEBSITE AT WWW.HJCF.ORG FOR INFORMATION REGARDING FORM AND CONTENT OF APPLICATIONS.,TERESA W BORCHECK,REQUESTS ARE TO BE RECEIVED BY APRIL 15 AND NOVEMBER 1 FOR CONSIDERATION AT THE SEMIANNUAL MEETINGS.,"GRANTS ARE GENERALLY RESTRICTED TO PROGRAMS WHICH ASSIST CHILDREN AND YOUNG ADULTS IN THE AREAS OF HEALTH, EDUCATION, CULTURE, RECREATION, AND ANY OTHER PROGRAMS THAT WILL ADD TO THE BETTERMENT OF THEIR LIFE AND THEIR PARTICIPATION AS GOOD CITIZENS. GRANTS ARE GENERALLY RESTRICTED TO PROGRAMS CONDUCTED IN LAKE AND/OR SUMTER COUNTY FLORIDA.",no,N/A
562560595,"APPLICANTS MUST SUBMIT THE FOLLOWING INFORMATION: ORGANIZATION: PROVIDE THE ORGANIZATION'S NAME AND ADDRESS, PLUS CONTACT PERSON'S NAME, TITLE AND TELEPHONE NUMBER. ALSO INCLUDE THE ORGANIZATION'S WEB SITE AND CONTACT'S E-MAIL ADDRESS IF APPLICABLE. ORGANIZATION HISTORY: INCLUDE MISSION STATEMENT. LIST ANY FINANCIAL OR OTHER TYPE OF MINNESOTA POWER INVOLVEMENT WITH THE ORGANIZATION. REQUEST: DESCRIBE THE PROJECT, PROGRAM OR USE FOR WHICH FUNDS ARE REQUESTED. INCLUDE A RANGE OF DONATION LEVELS DESCRIBING HOW EACH LEVEL WOULD ASSIST THE ORGANIZATION. AMOUNT: REQUESTED: STATE THE DOLLAR AMOUNT REQUESTED FROM THE MINNESOTA POWER FOUNDATION. PROJECT BUDGET: INCLUDE A DETAILED BUDGET. LIST OTHER FUNDING PARTNERS INVOLVED WITH THE PROJECT AND INDICATE WHETHER THEY ARE CONFIRMED OR TENTATIVE AND WHAT THEIR RESPECTIVE FINANCIAL COMMITMENTS ARE TO THE SPECIFIC PROJECT. EMPLOYEE INVOLVEMENT: LIST ANY MINNESOTA POWER OR ALLETE EMPLOYEES CURRENTLY VOLUNTEERING WITH YOUR ORGANIZATION",MINNESOTA POWER FOUNDATION CO AIMEE,GRANT APPLICATIONS ARE ACCEPTED AND REVIEWED THROUGHOUT THE YEAR.,"THE MINNESOTA POWER FOUNDATION IS COMMITTED TO IMPROVING THE QUALITY OF LIFE IN THE COMMUNITIES WHERE THE COMPANY CONDUCTS BUSINESS. THE MINNESOTA POWER FOUNDATION FOCUSES ITS GIVING IN THE FOLLOWING AREAS: EDUCATION ENVIRONMENT COMMUNITY SERVICES YOUTH DEVELOPMENT ARTS AND CULTURE HEALTH AND HUMAN SERVICES IN GENERAL, ALL AWARDS ARE CONSIDERED ONE-TIME GRANTS. HIGHEST PRIORITY IS GIVEN TO NONPROFIT 501(C)(3) ORGANIZATIONS WITHIN OUR SERVICE TERRITORY THAT SUBMIT WELL-DEFINED REQUESTS FOR PROJECTS OR PROGRAMS THAT MEET THE FOLLOWING CRITERIA: IMPROVE THE COMMUNITY'S QUALITY OF LIFE HAVE A BROAD BASE OF SUPPORT TAKE AN INNOVATIVE AND COST-EFFECTIVE APPROACH DO NOT DUPLICATE OTHER EFFORTS ALREADY IN EXISTENCE INCREASE PUBLIC AWARENESS",no,N/A
546588338,WRITTEN REQUEST,JEFFREY M KALAN,NONE,NONE,no,N/A
030284264,"PAPER OR ELECTRONIC SUBMISSIONS ACCEPTED. HAYES GRANT APPLICATION FORM RECOMMENDATION FORM, STATEMENT OF NEED, POST PROGRAM EVALUATION FORM ARE ALL REQUIRED.",THE HAYES FOUNDATION,NONE - APPLICATIONS REVIEWED ON A ROLLING BASIS,RESTRICTED TO RUTLAND COUNTY YOUTH WHO ARE BRIGHT AND HIGHLY MOTIVATED.,no,N/A
341569601,APPLICATION FORM AVAILABLE AT THECOLLEGECLUB.ORG/SCHOLARSHIPS.,PATRICIA MILLER,APPLICATIONS MUST BE SUBMITTED BETWEEN NOVEMBER 1ST AND MARCH 1ST.,"AWARDS CAN BE APPLIED TO TUITION ONLY AND ARE LIMITED TO A MAXIMUM OF FOUR YEARS OR THE ACHIEVEMENT OF A BACCALAUREATE DEGREE, WHICHEVER COMES FIRST.",no,N/A
113548952,NO PRESCRIBED FORM,JEFFREY KOVNER,NONE,"TO SUPPORT THE NEEDS AND COMFORTS OF CHILDREN, THE NEEDY, ORPHANS, HOMELESS PEOPLE, AND OTHER DULY QUALIFIED ORGANIZATIONS PRIMARILY, BUT NOT EXCLUSIVELY, IN THE NEW YORK METROPOLITAN AREA",no,N/A
980047586,N/A,Na,N/A,N/A,no,N/A
383624064,Transcripts from High School Admission Letter from a 4 Year Prog,HARISH RAWAL,Submit by August 1st,Not Applicable,no,N/A
742881302,Written request and a completed application form available from the guidance office.,GUIDANCE COUNSELOR ALAMO HTS HS,None,None,no,N/A
366706638,WRITTEN REQUEST,ERNA BADIC,NONE,"QUALIFIED CHARITABLE ORGANIZATIONS WHICH ARE ORGANIZED AND OPERATED EXCLUSIVELY FOR RELIGIOUS, CHARITABLE, SCIENTIFIC, LIBRARY OR EDUCATIONAL PURPOSES.",no,N/A
010441158,WRITTEN FORMAT REQUESTING SCHOLARSHIP AWARD WITH EDUCATIONAL INFORMATION,RYAN GLASS,MAY 1ST OF EACH YEAR,SCHOLARSHIP IS AWARDED FOR FIRST YEAR OF COLLEGE ONLY,no,N/A
631045867,APPLICATIONS ARE PROVIDED BY THE FOUNDATION,WELLS FARGO WEALTH MGMT,APRIL 1ST,"TUITION SCHOLARSHIPS ARE RESTRICTED TO GRADUATES OF HARTSELLE HIGH SCHOOL IN HARTSELLE, AL.",no,N/A
201214557,WRITTEN,ROBERT A HITCHCOCK,NONE,"DETERMINATION OF AWARDS IS BASED ON NEED FOCUSING ON YOUTH IN THE AREAS OF HEALTH, EDUCATION AND SPORTS ACTIVITIES. THERE ARE NO SPECIFIC DOLLAR LIMITATIONS OR RESTRICTIONS ON THE AWARDS.",no,N/A
431778116,The foundation has a scholarship application form which can be obtained by request.,The Seed Foundation co Mary Machon,None at present.,Grants are made to provide private or public college scholarships (only) to private or public high school attendees or graduates (only).,no,N/A
237008252,N/A,PAULA JORDON,,,no,N/A
731354412,ANY FORM IS ACCEPTABLE,JOHN TRYGVE WESTBY,NONE,NONE,no,N/A
237879528,SEE FOOTNOTES,PNC Bank Charitable Trust Grant Rev,SEE FOOTNOTES,SEE FOOTNOTES,no,N/A
464378548,N/A,CATHERINE DEMES MAYDEW,,,no,N/A
883476120,N/A,SCHOOL DISTRICT OF ASHLAND,,,no,N/A
136126669,SEND LETTER TO REQUEST APPLICATION MATERIALS,DOROTHY MONTALTO GRANT ADMINISTRATO,JUNE 30TH AND DECEMBER 31ST,GRANTS PRIMARILY TO ROMAN CATHOLIC MISSIONS FOR RELIEF OF THE SICK AND THOSE AFFILIATED WITH HIV/AIDS AND LEPROSY.,no,N/A
386869760,"APPLICATIONS SHOULD BE SUBMITTED IN WRITING WITH NAME, ADDRESS & TAX IDENTIFICATION NUMBER OF CHARITY ALONG WITH DESCRIPTION & AMOUNT OF REQUEST.",CHANDER KOHLI,NO SUBMISSION DEADLINES.,AWARDS ARE GIVEN ONLY TO APPROVED SECTION 501(C)3 CHARITABLE ORGANIZATIONS.,no,N/A
271527514,"DISTRIBUTIONS WILL ONLY BE MADE TO TAX-EXEMPT ORGANIZATIONS, WHICH WILL ASSURE RESOURCES WILL BE USED TO FURTHER THE FOUNDATION'S EXEMPT PURPOSES. EACH TAX-EXEMPT ORGANIZATION THAT THE BOARD CONSIDERS FOR RECEIVING A DISTRIBUTION SHALL BE INVESTIGATED BY A DESIGNATED BOARD MEMBER OR PERSON DESIGNED AS AN AGENT OF THE BOARD TO CHECK AND CONFIRM THE TAX-EXEMPT STATUS OF SUCH ORGANIZATION. EITHER A COPY OF THE ORGANIZATION'S IRS DETERMINATION LETTER GRANTING TAX-EXEMPT STATUS WILL BE REQUESTED, OR IRS PUBLICATION 78 WILL BE CONSULTED.",KEVIN B KEATING,NONE,NONE,no,N/A
311170451,BRIEF DESCRIPTION OF CHARITABLE ACTIVITIES FOR WHICH FUNDS ARE REQUESTED.,TODD DODDERER,NONE,"JOHNSTOWN, OHIO AREA",no,N/A
831753363,LETTER TO OUR ATTENTION REQUESTING A SPECIFIC AMOUNT OF FUNDS FOR A PARTICULAR PURPOSE.,FRANCES GREEN,NONE,NONE,no,N/A
481260579,N/A,THE ELAINE AND RICHARD FOHR FOUNDAT,N/A,INTENDED TO BENEFIT MUSIC EDUCATION.,no,N/A
201842693,N/A,LANNON STONE FOUNDATION INC,NONE,NONE,no,N/A
166035220,Letter explaining the purpose of requested funds,George H Hyde Jr,None,None,no,N/A
736142334,NO SPECIFIC FORM REQUIRED,JPMORGAN CHASE BANK NA TX 1-2963,NONE,AWARDS MUST BE USED FOR THE EDUCATION OF INDIVIDUALS WHO ARE CONTEMPLATING ENTERING FULL-TIME CHRISTIAN SERVICE.,no,N/A
363504002,N/A,KIDS INTERNATIONAL MINISTRIES,,,no,N/A
136125334,N/A,ERIC M JAVITS,N/A,N/A,no,N/A
566611947,SCHOLARSHIP APPLICATION,SCHOLARSHIP RECIPIENT,04/15/2022,,no,N/A
363225807,NO REQUIRED APPLCIAITON FORMAT,DAVID D GRUMHAUS,NO SUBMISSION DEADLINE,ONLY CHARITABLE ORGANIZATION,no,N/A
820938183,N/A,ELLEN EBY,,,no,N/A
556122686,FORM AVAILABLE UPON REQUEST OF ABOVE OFFICE,SECURITY NATIONAL TRUST COMPANY,NONE AT THIS TIME,FORM AVAILABLE UPON REQUEST OF ABOVE OFFICE,no,N/A
453131384,CONTACT ORGANIZATION FOR APPLICATION.,DAVID MUMA,NONE.,DEMONSTRATED FINANCIAL NEED.,no,N/A
066050830,LETTER INDICATING NAME AND PURPOSE OF REQUEST,STEVE COHN,NONE,NONE,no,N/A
731493842,NO SPECIFIC FORM REQUIRED. THE INFORMATION SHOULD IDENTIFY THE NATURE OF THE REQUEST.,KEITH CLAYBROOK,NO SUBMISSION DEADLINES,CHARITABLE AND EDUCATIONAL PURPOSES,no,N/A
237025822,BY LETTER INCLUDING PURPOSE OF REQUEST,MIDWEST TRUST COMPANY,ANNUALLY BY FEBRUARY 28,"FORT SCOTT, KANSAS AREA & SAN ANTONIO, TEXAS AREA TO FURTHER THE CAUSES OF CHARITY, EDUCATION & RELIGION.",no,N/A
391559892,"GRANT APPLICATIONS SHOULD BE SUBMITTED ONLINE AND SHOULD INCLUDE THE FOLLOWING INFORMATION: PURPOSE, OFFICERS, DIRECTORS, AND EVIDENCE OF TAX STATUS",KARIM MACLEOD,"SPECIAL PROGRAMS-APRIL, CAPITAL/GENERAL OPERATING-NOVEMBER, SCHOLARSHIPS-DESIGNATED BY COMMITTEE",GRANTS AND CONTRIBUTIONS-LIMITED GENERALLY TO SOUTHEASTERN WISCONSIN SCHOLARSHIPS-TO CHILDREN OF EMPLOYEES OF JACOBUS INVESTMENTS AND SUBS.,no,N/A
256406800,NO FORMAL APPLICATION A LETTER ADDRESSED TO THE SCHOOL DISTRICT SUPERINTENDENT STATING YOUR REQUEST FOR CONSIDERATION. LETTER SHOULD CONTAIN SUFFICIENT DATA REGARDING APPLICATS FINANCIAL NEED,BLAIRSVILLESALTSBURG SCHOOL DISTRI,NONE,SEE FOOTNOTE,no,N/A
956721631,"APPLICATION FORM, TRANSCRIPT, LETTERS OF RECOMMENDATION, AND SAT/ACT SCORE.",ATASCADERO HIGH SCHOOL ATTN DEBORA,MARCH 15TH EACH YEAR,"GRADUATES FROM ATASCADERO HIGH SCHOOL WITH AN EDUCATIONAL INTEREST IN MATH, SCIENCE OR MUSIC.",no,N/A
382156710,"NO SPECIAL FORM OF SUBMISSION REQUIRED, EXCEPT, MUST SUBMIT PROOF OF TAX EXEMPT STATUS - 501C3",HAROLD C SCHMIDT,NONE,TYPE OF INSTITUTION - PRIMARILY LUTHERAN CHARITIES,no,N/A
546262428,APPLICATION SHOULD BE WRITTEN; COPY OF THE ORGANIZATION TAX DETERMINATION LETTER ATTACHED TAX ID NUMBER & CLEAR CHARITABLE PURPOSE LISTED,SARAH D KAY,NONE LIMITED TO 501(c) (3) ORG THAT ARE DESCRIBED IN IRC,509(a)(1)(2) or (3). NORMALLY NO GRANTS TO OTHER PRIVATE FOUNDATIONS,no,N/A
226799699,"REQUEST BY LETTER, BRIEFLY DESCRIBING THE PROJECT OBJECTIVE AND THE AREAS ASSISTANCE IS BEING REQUESTED FOR.",THE GEORGE LINK JR CHARITABLE TRUST,N/A,501 (C) (3),no,N/A
881755399,WRITTEN REQUEST,NINA ROBERSON,N/A,N/A,no,N/A
611727529,N/A,GARY BLACKWELL,,,no,N/A
431343600,APPLICATIONS FOR SCHOLARSHIPS SHOULD BE SUBMITTED TO THE FINANCIAL AID OFFICE OR COMMITTEE OF THE SCHOOL. THE APPLICATION SHALL CONSIST OF THE STANDARD SCHOLARSHIP APPLICATION FORM PROVIDED BY THE SCHOOL.,MARIA BOTELHO - BANK OF AMERICA N,NONE,"SCHOLARSHIPS SHALL BE GRANTED TO DESERVING AND NEEDY MEDICAL SCHOOL STUDENTS ATTENDING ACCREDITED SCHOOLS OF MEDICINE LOCATED IN KANSAS OR MISSOURI, DESERVING AND NEEDY NURSING STUDENTS ATTENDING ACCREDITED",no,N/A
861304534,Applications can be completed on-line or printed and mailed to address on the form. Individual/family must provide answers to all questions listed on the application,Making A Way Foundation,The application does not have any submission deadlines,"No, but (1) Applicants must meet the Foundation's criteria of a ""Crisis"" situations, and (2) If funds are available",no,N/A
386041517,EXH. A,HERRICK FOUNDATION,EXH. A,EXH. A,no,N/A
391540288,SHORT LETTER DESCRIBING ORGANIZATION AND PURPOSE OF GRANT REQUEST. PROVIDE PROOF OF TAX EXEMPT STATUS UNDER IRC 501(C)(3).,HILLARY STREBE,NONE,"GRANTS ARE GENERALLY LIMITED TO ORGANIZATIONS LOCATED WITHIN 50 MILES OF THE MUNICIPALITIES OF ABBOTSFORD, APPLETON, GRESHAM, MEDFORD, SHAWANO, WAUSAU AND WESTON.",no,N/A
593556069,WRITTEN REQUEST AND INFORMATION ON REQUESTING ORGANIZATION,DHIRAJLAL T PADGHAM,NONE,NONE,no,N/A
270368388,APPLICANTS MUST FILL OUT GRANT REQUEST FORM. OTHER DOCUMENTS TO BE INCLUDED WITH THE GRANT REQUEST FORM.,CHRISTOPHER NITTA,MONTHLY,"RESTRICTED TO NON-PTOFIT ORGANIZATIONS IN AND AROUND THE FOLLOWING FISHTOWN, NORTHERN LIBERTIES AND OLD RICHMOND.",no,N/A
061411577,ANY APPLICATIONS SHOULD BE SUBMITTED IN WRITING. GRANTS FOR TEACHING STRATEGIES TO PUT ETHICS IN ACTION FOR POSITIVE STUDENT CHARACTER FORMATION.,DAVID WANGAARD,NONE,GRANTS ARE LIMITED TO TEACHING STRATEGIES TO PUT ETHICS IN ACTION FOR POSITIVE STUDENT CHARACTER FORMATION.,no,N/A
756012124,ORGANIZATIONS SHOULD SUBMIT WRITTEN APPLICATIONS OR LETTERS.,R DENNY ALEXANDER,NONE,"NO CONTRIBUTIONS OR GRANTS ARE MADE TO INDIVIDUALS AND THERE IS A STRONG PREFERENCE FOR ORGANIZATIONS LOCATED IN FORT WORTH, TEXAS.",no,N/A
201241396,N/A,DR ANGELOL CHINNICI,,,no,N/A
810516011,THE APPLICATION IS AVAILABLE AT DOUGBETTERSFORTHECHILDREN.ORG. THE APPLICATION MAY BE PREPARED AND SUBMITTED AT THE ORGANIZATION'S WEBSITE OR PRINTED AND MAILED TO THE ORGANIZATION.,FOR THE CHILDREN,NONE,"TO BE ELIGIBLE FOR FUNDING, THE CHILD'S CUSTODIAN AND THE CHILD MUST MEET THE FOLLOWING REQUIREMENTS: - THE CHILD MUST BE 18 YEARS OLD OR YOUNGER. - THE FAMILY MUST RESIDE IN MONTANA. - THE CHILD'S CUSTODIAN MUST BE THE PARENT OR THE LEGAL GUARDIAN. - TREATMENT OUTSIDE THE AREA MUST BE PRESCRIBED BY A LICENSED PHYSICIAN. - TREATMENT MUST BE PROVIDED BY A MEDICAL PROVIDER. - THE CHILD AND FAMILY MUST HAVE NO OTHER FINANCIAL RESOURCES AVAILABLE TO COVER THE TRAVEL EXPENSES FOR MEDICAL TREATEMENT. - TOTAL HOUSEHOLD INCOME MAY NOT EXCEED THE INCOME GUIDELINES OF THE HEALTHY MONTANA KIDS INCOME CHART. - APPLICANTS MUST PROVIDE RECEIPTS SUBSTANTIATING AMOUNTS INCURRED FOR TRAVEL TO A MEDICAL TREATMENT FACILITY. - APPLICANTS MAY BE ASKED TO VERIFY EMPLOYMENT AND INCOME.",no,N/A
